what,kind,bundleId,bundleVersion,description,time
started,bundle,org.wso2.developerstudio.eclipse.platform.ui,2.0.1,"org.wso2.developerstudio.eclipse.platform.ui",1348166867984
os,sysinfo,,,"win32",1348166867984
arch,sysinfo,,,"x86_64",1348166867984
ws,sysinfo,,,"win32",1348166867984
locale,sysinfo,,,"en_US",1348166867984
processors,sysinfo,,,"1",1348166867984
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1348166867984
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1348166867984
java.specification.name,sysinfo,,,"Java Platform API Specification",1348166867984
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1348166867984
java.specification.version,sysinfo,,,"1.6",1348166867984
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1348166867984
java.version,sysinfo,,,"1.6.0_23",1348166867984
java.vm.info,sysinfo,,,"mixed mode",1348166867984
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1348166867984
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1348166867984
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1348166867984
java.vm.specification.version,sysinfo,,,"1.0",1348166867984
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1348166867984
java.vm.version,sysinfo,,,"19.0-b09",1348166867984
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1348166868078
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1348166868109
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1348166868578
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1348166868593
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1348166868781
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1348166868859
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1348166868890
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1348166869046
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1348166869062
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1348166869078
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1348166869109
started,bundle,org.wso2.developerstudio.eclipse.bpel.core,2.0.1,"org.wso2.developerstudio.eclipse.bpel.core",1348166869203
started,bundle,org.wso2.developerstudio.eclipse.bpel.connector,2.0.1,"org.wso2.developerstudio.eclipse.bpel.connector",1348166869203
started,bundle,org.wso2.developerstudio.eclipse.server.base,2.0.1,"org.wso2.developerstudio.eclipse.server.base",1348166869250
started,bundle,org.eclipse.wst.server.core,1.1.202.v20100518,"org.eclipse.wst.server.core",1348166869265
started,bundle,org.wso2.developerstudio.eclipse.carbonserver.remote,2.0.1,"org.wso2.developerstudio.eclipse.carbonserver.remote",1348166869281
started,bundle,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.ui",1348166869343
started,bundle,org.wso2.developerstudio.eclipse.carbonserver30,2.0.1,"org.wso2.developerstudio.eclipse.carbonserver30",1348166869390
started,bundle,org.wso2.developerstudio.eclipse.carbonserver31,2.0.1,"org.wso2.developerstudio.eclipse.carbonserver31",1348166869406
started,bundle,org.wso2.developerstudio.eclipse.carbonserver32,2.0.1,"org.wso2.developerstudio.eclipse.carbonserver32",1348166869421
started,bundle,org.wso2.developerstudio.eclipse.carbonserver40,2.0.1,"org.wso2.developerstudio.eclipse.carbonserver40",1348166869437
started,bundle,org.wso2.developerstudio.eclipse.carbonserver.base,2.0.1,"org.wso2.developerstudio.eclipse.carbonserver.base",1348166869453
started,bundle,org.wso2.developerstudio.eclipse.greg.base,2.0.1,"org.wso2.developerstudio.eclipse.greg.base",1348166869453
started,bundle,org.wso2.developerstudio.eclipse.libraries,2.0.1,"org.wso2.developerstudio.eclipse.libraries",1348166869500
started,bundle,org.wso2.developerstudio.eclipse.utils,2.0.1,"org.wso2.developerstudio.eclipse.utils",1348166869578
started,bundle,org.wso2.developerstudio.eclipse.greg.core,2.0.1,"org.wso2.developerstudio.eclipse.greg.core",1348166869656
started,bundle,org.wso2.developerstudio.eclipse.capp.core,2.0.1,"org.wso2.developerstudio.eclipse.capp.core",1348166870046
started,bundle,org.wso2.developerstudio.eclipse.registry.connector,2.0.1,"org.wso2.developerstudio.eclipse.registry.connector",1348166870046
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1348166982140
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1348166987640
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1348166998796
started,bundle,org.wso2.developerstudio.eclipse.distribution.project,2.0.1,"org.wso2.developerstudio.eclipse.distribution.project",1348167001421
started,bundle,org.wso2.developerstudio.eclipse.platform.core,2.0.1,"org.wso2.developerstudio.eclipse.platform.core",1348167001453
started,bundle,org.eclipse.jst.servlet.ui,1.1.400.v201005272100,"org.eclipse.jst.servlet.ui",1348167016265
started,bundle,org.eclipse.jst.jee.ui,1.0.300.v201005191301,"org.eclipse.jst.jee.ui",1348167016312
started,bundle,org.eclipse.jst.j2ee.ui,1.1.400.v201006030400,"org.eclipse.jst.j2ee.ui",1348167017281
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.400.v201004280900,"org.eclipse.jst.j2ee.navigator.ui",1348167017296
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1348167017453
started,bundle,org.eclipse.wst.common.modulecore,1.2.0.v201005200200,"org.eclipse.wst.common.modulecore",1348167017453
started,bundle,org.eclipse.jst.j2ee.core,1.2.0.v201005200200,"org.eclipse.jst.j2ee.core",1348167017484
started,bundle,org.eclipse.jem,2.0.400.v201005110200,"org.eclipse.jem",1348167017515
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1348167017593
started,bundle,org.eclipse.wst.xml.core,1.1.500.v201005271618,"org.eclipse.wst.xml.core",1348167017640
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1348167017750
started,bundle,org.eclipse.jst.j2ee,1.1.400.v201005271900,"org.eclipse.jst.j2ee",1348167017828
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.100.v201004202202,"org.eclipse.jst.common.project.facet.core",1348167019656
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.0.v201005191955,"org.eclipse.jst.ws.jaxrs.core",1348167019687
started,bundle,org.wso2.developerstudio.eclipse.maven,2.0.1,"org.wso2.developerstudio.eclipse.maven",1348167019734
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1348167019937
started,bundle,org.eclipse.jst.jee,1.0.300.v201005191301,"org.eclipse.jst.jee",1348167019968
started,bundle,org.eclipse.bpel.runtimes,0.5.0.wso2v2,"org.eclipse.bpel.runtimes",1348167019984
started,bundle,org.wso2.developerstudio.eclipse.distributionproject.module,2.0.1,"org.wso2.developerstudio.eclipse.distributionproject.module",1348167019984
started,bundle,org.wso2.developerstudio.eclipse.capp.maven,2.0.1,"org.wso2.developerstudio.eclipse.capp.maven",1348167020328
started,bundle,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui",1348167020453
started,bundle,org.eclipse.wst.sse.core,1.1.500.v201006020308,"org.eclipse.wst.sse.core",1348167020671
started,bundle,org.eclipse.jpt.core,2.3.0.v201006020000,"org.eclipse.jpt.core",1348167020890
started,bundle,org.jboss.tools.smooks.ui,1.2.0.v20110215-1231-H25-GA,"org.jboss.tools.smooks.ui",1348167021421
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1348167022671
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1348167022906
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1348167023125
started,bundle,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui",1348167023234
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1348167023703
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1348167023703
started,bundle,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.ui",1348167024406
started,bundle,org.eclipse.jst.jsp.core,1.2.300.v201005271731,"org.eclipse.jst.jsp.core",1348167024718
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1348167027296
started,bundle,org.eclipse.wst.xsd.core,1.1.501.v201004110600,"org.eclipse.wst.xsd.core",1348167027656
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1348167027765
started,bundle,org.eclipse.xsd,2.6.0.v20100614-1136,"org.eclipse.xsd",1348167027781
started,bundle,org.eclipse.wst.xsl.ui,1.1.0.v201004290328,"org.eclipse.wst.xsl.ui",1348167027953
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1348167028046
opened,editor,org.wso2.developerstudio.eclipse.distribution.project,2.0.1,"org.wso2.developerstudio.eclipse.distribution.project.editor.DistProjectEditor",1348167028171
activated,editor,org.wso2.developerstudio.eclipse.distribution.project,2.0.1,"org.wso2.developerstudio.eclipse.distribution.project.editor.DistProjectEditor",1348167028843
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1348167028875
started,bundle,org.eclipse.jem.workbench,2.0.300.v200910290230,"org.eclipse.jem.workbench",1348167028906
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.newWizard",1348167028984
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1348167032500
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1348167036718
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1348167039375
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1348167039375
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.integration",1348167039421
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1348167039437
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1348167042078
started,bundle,org.eclipse.wst.ws.service.policy,1.0.203.v201004211732,"org.eclipse.wst.ws.service.policy",1348167042093
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1348167042187
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1348167042187
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1348167042500
started,bundle,org.wso2.developerstudio.eclipse.artifact.endpoint,2.0.1,"org.wso2.developerstudio.eclipse.artifact.endpoint",1348167045953
started,bundle,org.wso2.developerstudio.eclipse.general.project,2.0.1,"org.wso2.developerstudio.eclipse.general.project",1348167045984
started,bundle,org.wso2.developerstudio.eclipse.esb.core,2.0.1,"org.wso2.developerstudio.eclipse.esb.core",1348167046187
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1348167050796
started,bundle,org.wso2.developerstudio.eclipse.esb.project,2.0.1,"org.wso2.developerstudio.eclipse.esb.project",1348167085437
closed,editor,org.wso2.developerstudio.eclipse.distribution.project,2.0.1,"org.wso2.developerstudio.eclipse.distribution.project.editor.DistProjectEditor",1348167095000
opened,editor,org.wso2.developerstudio.eclipse.distribution.project,2.0.1,"org.wso2.developerstudio.eclipse.distribution.project.editor.DistProjectEditor",1348167095609
activated,editor,org.wso2.developerstudio.eclipse.distribution.project,2.0.1,"org.wso2.developerstudio.eclipse.distribution.project.editor.DistProjectEditor",1348167095625
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1348167095640
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1348167105359
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1348167105687
closed,editor,org.wso2.developerstudio.eclipse.distribution.project,2.0.1,"org.wso2.developerstudio.eclipse.distribution.project.editor.DistProjectEditor",1348167105687
opened,editor,org.wso2.developerstudio.eclipse.distribution.project,2.0.1,"org.wso2.developerstudio.eclipse.distribution.project.editor.DistProjectEditor",1348167105859
activated,editor,org.wso2.developerstudio.eclipse.distribution.project,2.0.1,"org.wso2.developerstudio.eclipse.distribution.project.editor.DistProjectEditor",1348167105859
started,bundle,org.wso2.developerstudio.eclipse.esb.editor,2.0.1,"org.wso2.developerstudio.eclipse.esb.editor",1348167106234
started,bundle,org.wso2.developerstudio.eclipse.esb,2.0.1,"org.wso2.developerstudio.eclipse.esb",1348167106343
started,bundle,org.wso2.developerstudio.eclipse.esb.edit,2.0.1,"org.wso2.developerstudio.eclipse.esb.edit",1348167106359
opened,editor,org.wso2.developerstudio.eclipse.esb.editor,2.0.1,"org.wso2.developerstudio.eclipse.esb.presentation.EsbEditor",1348167107625
activated,editor,org.wso2.developerstudio.eclipse.esb.editor,2.0.1,"org.wso2.developerstudio.eclipse.esb.presentation.EsbEditor",1348167108140
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1348167108171
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1348167119828
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1348167262343
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1348167264109
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1348167334203
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1348167340093
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1348167390531
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1348167395125
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1348167396656
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1348167396921
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1348167397531
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1348167397531
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1348167397531
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1348167397531
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1348167397531
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1348167397531
stopped,bundle,org.eclipse.bpel.apache.ode.runtime,0.5.0.wso2v2,"org.eclipse.bpel.apache.ode.runtime",1348167397531
